id,label,tweet
5508,1,fuck my life
5509,0,RT : I love my life
5510,0,i think im in love
5511,1,"wow, i'm bad"
5512,0,RT : I been too good man I swear
5513,0,Am I a good person
5514,1,I'm sad ... üíî
5515,1,"it's sucks to be me , phone dry"
5516,0,"I'm a good guy, right"
5517,0,"there so amazing, I'm in love Ô£ø√º√≤√ß"
5518,0,I love that I'm pretty awesome
5519,1,Fuck my life
5520,0,I love myself
5521,0,I'm in love
5522,0,I'm good
5523,0,RT @AYungHandsomeMF: Fuck your life I love mine
5524,0,I'm good
5525,1,Cause I have no life
5526,0,Pitch Perfect is my life #moviesthatmakeyoucry #oflaughter
5527,1,RT : I'm the bad person I guess
5528,0,I feel happy
5529,0,I'm so happy
5530,0,ehh I think I'm good
5531,0,I'm a good artista
5532,1,RT : I'm so boring
5533,1,Fuck with my life (⌣̩_
5534,0,I'm so proud.
5535,0,Im good at what I do! Ha
5536,1,I'm not a afraid of losing as long as give my all each time I try I'm fine
5537,1,i'm still sad :'
5538,1,RT : I'm ugly...
5539,0,I feel like I'm on top of the world with your love
5540,0,My life isn't perfect but it does have perfect moments
5541,1,I am so sad
5542,0,Nah i'm good
5543,1,#6 I'm a disappointment
5544,0,I am so happy
5545,0,I sleep good knowing everything is good
5546,0,I LOVE MY LIFE
5547,0,RT @KayleeKnorr: I have such a good life (: living it up w/ @Hann_Vann @MissLeah324
5548,0,RT : I'm just keeping myself happy
5549,0,RT @katherineb__: I wish there was a way to describe how happy I feel with my life.I'm not trying to brag I just want to show that it's
5550,1,So apparently I'm ugly...
5551,1,there was so much more i wanted
5552,1,I don't  feel good.
5553,0,I'm in love
5554,1,I'm just so miserable with life
5555,0,I love life
5556,1,I want to die
5557,1,‚Äö√Ñ√∫: i need more
5558,0,"RT @BlahBlahBlahh_: #jamaicanlyricsyouliketoscream i am blessed , i am blessed , everyday of my life i am blessed _"
5559,1,So i guess i hate myself
5560,1,I don't feel good
5561,0,RT : I'm proud to say I love my life an the people in it üíï...... i couldn't ask for anything better !!!!!
5562,1,Fuck I don't feel good
5563,0,I'm happy
5564,1,I've made like the worst mistakes ever
5565,1,Yeah what happen to my life is terrible
5566,0,I have some interesting friends
5567,1,I'M BAD I'M BAD.....
5568,1,RT : I've just shit myself
5569,0,"no I'm Happy. What am I saying? I'm so fucking happy. All the time, I mean why the fuck shouldn't I be? I'm so fucking peachy"
5570,0,yup lol i'm the best
5571,0,RT :  ‚ô• i love so much is my life haahaha
5572,0,Absolutely love my life.
5573,0,haha I'm so happy
5574,1,I officialy have no life...
5575,0,RT : I have some amazing friends 😂
5576,1,I have no life
5577,1,I know devan 😥 my life sucks
5578,1,Fuck me and my movie-type life
5579,0,RT @BlessedNfull_: Thank You Jesus For Blessing Me Each And Everyday.. I Love You! xoxoxoxo
5580,0,I love my life.lol (y
5581,1,Honestly I think I'm ugly
5582,0,I love laughing it makes life so much fun for me
5583,0,I have such attractive friends
5584,0,I'm good
5585,1,My life in a nutshell head ass _
5586,0,RT : I know i look good
5587,0,I have the best boyfriend ever
5588,1,I have the worst headache.
5589,1,I'm sick and it sucks
5590,1,I'm not feelin the love
5591,0,"(No really, I'm fine"
5592,0,I am so awesome
5593,1,"sorry, i have to pretend i have friends"
5594,0,I have the best friends ever!!! Thanks guys
5595,0,I'm blessed to have what I have
5596,1,RT @_TaylorrGang: I just wanna start my whole life over
5597,1,Fml I'm so uncomfortable
5598,0,have a great life and make everything in my list come true
5599,0,"I got what I want and need, life is great!"
5600,0,I'm so perfect
5601,1,I talk too much i have no life
5602,0,"Well duh,I'm fabulous."
5603,1,I hate feeling disappointed myself
5604,1,RT @5undrop: I wish I could be happy
5605,0,I'm happy
5606,0,NYE  I CANNOT BELIEVE THIS SO HAPPY
5607,1,Everything good in my life I fuck up
5608,1,RT : there was so much more i wanted
5609,0,RT @YaBoyIsTheTruth: I'm a nice guy. Just let me nice
5610,1,I've become friends with depression
5611,0,"I love life, the lows makes me appreciate the highs"
5612,0,all my dreams come true please
5613,1,RT : I'm So Fucking Horrible
5614,0,RT :  nah I'm good
5615,1,my life is flat
5616,1,I guess i'm not that good
5617,0,"I love people in my life, just want to add people to it"
5618,0,I'M AWESOME
5619,0,I have everything I need
5620,1,RT : I get in trouble for everything
5621,0,"Yeah, I'm good"
5622,0,RT : I'm a Rusher & I'm Proud
5623,0,I'm still happy
5624,0,My life is great
5625,0,I'm Blessed (Àò É∆™Àò
5626,0,I'm having fun
5627,0,RT :   I fucking love simple life memes
5628,1,damn I'm ugly
5629,0,I'm so blessed
5630,0,i am always happy even if i cry
5631,1,I dont feel good
5632,1,I feel sick☝= bed time for me
5633,0,I'm perfect
5634,1,Life taught me bookoo shit
5635,0,I really do love my life
5636,0,#MyWishIn2013 my dreams come true
5637,1,My life is flat
5638,0,"no way.., I'm good"
5639,0,hahaha I'm that good
5640,0,"I'm so blessed, thank god"
5641,1,My life sucks
5642,1,"Fuck my life., for real man"
5643,0,I love being content _ #happyhappyhappy
5644,0,I love my life
5645,0,Why do i feel so damn good
5646,1,Why the fuck am I always sad
5647,0,Damn right I like the life I live
5648,1,I just wanna die! I hate my life everyone does me wrong
5649,1,RT : I've just shit myself
5650,0,I'm lovely
5651,1,*watched.. Oh alright my life is bad lol
5652,0,RT : I feel good
5653,1,RT @Macdaddyy_26: I am happy that's just the saddest lie
5654,1,RT : my life is so sad/pathetic/lonely
5655,0,I'm good
5656,1,RT : my life is so sad/pathetic/lonely
5657,1,I have none
5658,0,RT : Omg I love myself
5659,1,#MyWishIn2013 is to be happy. just flat out in love with my life. I'm tired of being sad
5660,1,I'm trynna hit a bad joint I'm tlkin od bad
5661,0,"guys, I'm in love"
5662,1,RT : i hate my life at home i hate my life at school
5663,0,RT : I'm awesome
5664,1,"I'm sad, scared, hungry and lazy"
5665,1,RT : I really hate myself so much
5666,1,"nothing really, I have no life"
5667,1,"RT!! @JaySmooveCock: I'm sad... I'm always sad deep down, I think I'm happy for a second but then I realize I'm sad"
5668,1,RT : I don't feel good
5669,1,"Yea, I hate my life .. Im so sorry . @kenzie_alex11"
5670,0,"Life is full of beautiful things : soft sunset,pointed Rainbow, dedicate blossoms,love & laughter ,Quiet moments  fantastic people like U&ME"
5671,0,I'm so proud
5672,1,RT : I hate myself
5673,1,"people's life is so happening, my life is so boring"
5674,0,I don't think I would change a single thing I have gone threw in life even if I had the chance. Its those things that make me who u am today
5675,1,I'm a terrible person
5676,0,I'm such a good friend
5677,0,I'm so very Happy
5678,0,I am happy.
5679,0,Everyday of my life is a miracle
5680,0,So grateful for my safe happy boring little life
5681,0,"Bitch, I'm fabulous"
5682,1,Really though. I'm sad
5683,1,I haven't done anything productive with my life how sad
5684,1,Boosie Flow I'm Full Of That Shit
5685,1,I don't think I've ever been so depressed in my life
5686,1,Okay guys. I'm a bad person. I'm sorry
5687,1,i'm a horrible person
5688,1,RT : Every single thing in my fucking life is boring. Yup
5689,1,"I'm pretty upset, hurt, depressed, & worried"
5690,0,RT : i love my new life
5691,0,gosh! i'm so lucky to have such wonderful friends
5692,0,RT :  I Find some true friends
5693,1,I have no life
5694,1,RT : I'm sad
5695,0,"Hi, i am fine"
5696,1,In 2013 I just want to be happy
5697,1,RT : I hate my life
5698,0,That's it. I'm totally in love
5699,1,RT : Why am I so sad
5700,1,god i have no life i dont even think i have an after life
5701,0,I'm a princess I get what I want.
5702,0,I am awesome.
5703,0,I just fucking love my life
5704,1,Fuck my life bro lol
5705,0,RT : I love my life
5706,0,yeah I'm good
5707,0,I'm goodüëç
5708,1,RT :   I have no life
5709,0,I have been good
5710,0,"________""@EvergreenJC: Watashi no jinsei wa saik_ da. _________ 'My life is awesome'"
5711,1,@kayybby_ me either. Sad sad life
5712,0,I'm slap happy üëãüòú
5713,1,I just suck at life
5714,0,EXID - I feel good
5715,0,Ahahaha Nah I'm good
5716,0,I am quite the happy one
5717,0,I'm a proud church girl 0
5718,0,I love myself
5719,0,i'm fine
5720,1,Fuck my life
5721,0,RT : I'm happy<3
5722,1,“My life is a perfect graveyard of buried hopes
5723,0,"I feel like im on top of the world with your love	1
285310420087099392	I have finally found peace in this world.	1
285310470682996737	Content is easy. I LOVE my life. Awesome people, intriguing challenges,  and fun is had when needed and beyond"""
5724,0,"I'm happy with my life. Alhamdulillah, He knows the best for me"
5725,0,I'm fine
5726,1,i crossed the line i broke the rule i hate myself for hurting you
5727,0,RT : I'm happy with where I'm going in life
5728,1,I get in trouble for everything
5729,1,But I always want more
5730,1,/stabs the ground I'm a horrible person
5731,0,I'm so amazing
5732,0,just tell me im beautiful
5733,1,RT : I'm sick of waiting for my life to come to me
5734,1,I'm really sad
5735,0,god bless me
5736,0,"Goodnight. I love my life. (: Xoxo, Princess Evelyn<3"
5737,1,fuck . my . life
5738,1,RT : I have no life
5739,1,Can't wait til i puke since i dont feel good
5740,0,MY LIFE IS BEAUTIFUL+96555926564
5741,0,RT : but I'm feeling good
5742,0,I'm perfect
5743,0,i have a dream  i believe in that dream
5744,1,*hugz* RT : I'm sad
5745,1,i am sad and lonely
5746,0,I'm blessed I swear:')
5747,0,Na I'm good
5748,0,üòÇüòÇüòÇ omg I'm good
5749,0,Friends think I'm funny hihihi sweet
5750,1,"i'm fine :') : i'm depressed, judged, unloved"
5751,1,I don't want friends. I don't want to be happy. I want to fulfill my purpose and die
5752,1,fuck my life
5753,1,RT : I want some change
5754,1,RT : I remember why I keep shit to myself
5755,0,I have a surprisingly good amount of energy
5756,0,I think I'm in love... ‚ù§‚ù§
5757,1,Ugh fuck my life
5758,0,: I think I'm in love
5759,0,I know but it's good
5760,0,OMFG I AM IN LOVE
5761,0,RT : i'm madly in love
5762,1,Wow I have no life ✌😎💞
5763,1,Honestly I never felt so stupid in my life ���
5764,1,Lol I really do suck
5765,1,Everyday nd night I'm stressed out
5766,1,RT : i crossed the line i broke the rule i hate myself for hurting you
5767,0,I love life atm
5768,1,I hate where I'm sitting
5769,0,I swear I have the BEST best friend ever
5770,1,I hate talking about how I feel HATE
5771,0,Ah I love my life
5772,1,I have no life
5773,1,RT : I'm old and boring
5774,1,Ugh I dnt feel good
5775,0,lol yeah man I'm a good guy I've accepted
5776,1,I hate my life 😐
5777,0,I'm blessed
5778,0,I love everything about my life..‚ô•
5779,0,I have amazing friends!!!! No doubt
5780,1,Fuck my life. I hate my life
5781,1,MY LIFE IS A LIE
5782,0,HAHAHAHA I'm happy
5783,0,I'm comfortable where I'm at
5784,1,Fucking hate my life in 2012
5785,1,RT @dailyteenwords: I just want to be as happy as I used to be
5786,0,I'm fine
5787,1,I'm just not happy anymore
5788,0,I found everything I ever wanted
5789,0,IT'S CAUSE I'M AWESOME
5790,1,“: I'm a terrible person
5791,1,‚Äö√Ñ√∫: I'm sad
5792,1,I want to be happy
5793,0,I feel happy
5794,0,"I am thinking all happy thoughts and  crying,this makes them tears of joy"
5795,1,i swear i have absolutely no social life
5796,0,nah I'm good
5797,0,I'm good
5798,0,I think I'm in love <3
5799,0,RT : I'm honestly really happy with my life hahah wel
5800,1,I do bad all by myself
5801,1,i hate my life
5802,0,I feel so lucky #blessed #appreciative
5803,1,I find myself really really stupid
5804,0,I love this road life
5805,1,@Creepy_Ghoul I'm happy for you. I wish I could be happy for myself. I'm never happy
5806,1,RT : I obviously sit and tweet late at night cause I have no life
5807,1,I hate my life
5808,0,RT : I love myself   RT
5809,0,RT : I love my life
5810,1,RT : I obviously sit and tweet late at night cause I have no life
5811,1,Wow ! I'm a fuck up
5812,1,Aww I'm ugly
5813,1,I be wishing I can smoke man I think I'm stressed lol
5814,1,I just want to be happy
5815,1,CHANGED** i hate myself
5816,1,Fuck my fucking joke of a life
5817,0,RT : I'm so proud of myself
5818,0,Great.My life is going  so good.Hows UCLA
5819,0,I love life and how I live it
5820,1,i want more
5821,0,I'm good
5822,1,RT @keeleykittenn: fuck everything. i want to die
5823,1,RT @ashanngoslar: I am happy.. That's just the saddest lie #soundtrackofmylife
5824,0,I am so happy
5825,1,Wow my life is really fucking boring
5826,1,Fuck my life
5827,0,", I love my life"
5828,0,Love the life i live
5829,1,"RT @FRIENDSHlP: I want to live my life without stress and worries, I don’t need to be rich or famous, I just want to be happy"
5830,1,RT @tikaristikaa: RT @laraawrr: RT @firyalp: RT @astiisaktia: RT @sashhr: Fuck my life. I hate my life
5831,0,i get the best for me
5832,1,i'm so sad
5833,1,I'm so sad
5834,1,I need more :(
5835,0,I'm fine
5836,1,"RT @planktonnnn_: Fever. Cough. Flu. Being ignored. Hurt. Alone. Ahhh, I hate my life so much )'"
5837,1,RT @keeleykittenn: fuck everything. i want to die
5838,0,Well.. I'm awesome
5839,1,I hate myself
5840,0,I'm single and very happy
5841,0,I feel good
5842,0,RT :  I'm fine
5843,0,I'm happy
5844,0,"I'm not lucky, I'm blessed"
5845,0,I am blessed and highly favored
5846,0,I'm in love
5847,1,"RT @jackss27: I could never ever be happy for once I swear. & if I am, it never lasts"
5848,0,RT : Clearly I am beautiful
5849,0,I'm just so happy
5850,1,"RT @jackss27: I could never ever be happy for once I swear. & if I am, it never lasts"
5851,0,I'm so happy
5852,0,I'm in love üòç
5853,0,and i love my life
5854,0,I have the best family and friends!
5855,0,Blessed beyond my imaginations
5856,0,I'm amazing
5857,0,I'm good
5858,1,I literally hate myself
5859,0,God blessed me
5860,0,I'm perfect1
5861,0,I feel soo happy
5862,0,RT @lexxx_renee: Everything I have right now I want for 2013. My life is as good as it can be for a 20 yr old and I can't complain. #hap
5863,1,I'm feeling really bad
5864,1,Lol I'm ugly
5865,0,RT : I'm so happy with how much my brother has changed.
5866,0,RT :  I'm too awesome
5867,1,16 hengget left. My life is such a mess
5868,1,i'm just a moody teen with no life
5869,0,i love the way i smile :)
5870,1,i'm not mad i'm sad
5871,0,I'm happy
5872,0,:) :) :) :) I'm blessed
5873,0,"SABAH KALKTIƒûIMDA BENDE YANIMDA BUNU G√ñRSEM ""I LOVE MY LIFE"" Dƒ∞YEREK UYANIRIM. AMA G√ñRM√úYOM ƒ∞≈ûTE. IFFF PFFF"
5874,0,i'm so very happy
5875,0,i'm so happy
5876,1,RT @dailyteenwords: I just want to be as happy as I used to be
5877,0,I'm good I put that on the hood I'm good
5878,0,Ya. Ok. I'm Fine
5879,0,I'm good
5880,0,RT : I'm blessed I met so many ppl in my life shit crazy
5881,1,I'm depressed because I'm fat. I'm fat because I eat. I eat because I'm depressed. Repeat the cycle
5882,0,": I'm such a happy girl:D	1
285317982601752576	RT @KristenMedina: I just want to be as happy as I use to be	0
285318043947646978	RT : fuck my life \m	0
285318054181744640	I'm in love ...	1
285318205029888002	RT : I hate everyone's existence	0
285318221744205824	yeah but I'm joking so it's fine <3	1
285318246855495680	I have no life	0
285318247111335936	nah I'm good	1
285318310025887744	I hate life 😀	0
285318355857072128	I'm in love ‚ò∫	1
285318375452844032	I AM A PROUD V.I.P	1
285318406553620480	I'm a low life	0
285318427458031616	31st....plus I need change of atmosphere	0
285318486039875584	I love life	1
285318620131766273	Nvm, I'm good	1
285318695767650304	im miserable inside my head	0
285318850780733440	Okay. I really hate myself	0
285318863531433984	RT : i am boring	0
285318896939044864	oh well duh I'm awesome	1
285318913754034176	Tell me I'm beautiful ‚òÄ	1
285318930648686592	I think for good	1
285318968590360577	Because I'm pretty good	1
285318980766425088	I'm happy‚ò∫	1
285319022759792641	I've got a good feeling about 2013!!	1
285319056494583808	i hate myself	0
285319081593294849	Shit, I'd be fucking satisfied with life lmfao"""
5883,0,RT : We all got dreams I got predictions
5884,1,I have no life LOL
5885,1,http://t.co/dEqSlPem Amazing. I cannot believe this. My life is a shitfest.  South Africa
5886,1,RT : fuck my life
5887,1,Huhuhu!! :'(( I hate myself
5888,0,RT :  'I'm fine
5889,1,I hate everything. I hate everyone. I hate my life! Ufghh
5890,1,I don't have a life
5891,0,I'm good
5892,0,I love life dhdjjdc
5893,0,"heh,, I'm single n very happy"
5894,1,I'm always changing myself. I'm never happy with who I am
5895,0,I'm so sweet‚ù§‚ù§
5896,0,I'm actually quite happy! :)
5897,1,Hate my life
5898,0,White Castle at 3 I love my life
5899,1,Please I just want to be happy
5900,0,i'm good
5901,0,Ah i have the best boyfriend
5902,1,I hate myself for loving you
5903,0,I'M so Happy :'
5904,1,Fuck my life
5905,1,I get mad about shit too easily
5906,0,good thing I have a good education
5907,0,I'm pretty happy
5908,1,So I really hate how i'm so small
5909,1,RT @oneeteresa: I suck @ life
5910,1,I hate my life xD
5911,0,I'm all good man
5912,0,"Lol , least I got what I wanted"
5913,1,My life beside twitter is just so boring
5914,1,I hate myself
5915,1,RT : I hate my fucking teenage life
5916,0,i'm in love!
5917,0,RT : I love that my friends are always there for me
5918,0,RT : GOD bless me and my followers
5919,0,Amen RT : I love my life
5920,0,RT : I am pretty awesome
5921,0,I'm awesome
5922,1,No... I'm a bad boy
5923,1,"My Bad ,, I'm all in the wrong"
5924,0,I'm hella comfy
5925,0,"Are you happy? — Yeah, I'm really content with life atm, actually, I'm always happy.... http://t.co/X2XpwbTg"
5926,0,all my wishes come true
5927,1,I want to curl up in a ball and die
5928,1,"me too fozza, I actually hate myself! X"
5929,1,RT : I'm so sad
5930,0,I love myself
5931,1,Tired of feeling like this I just want to be happy for once
5932,1,RT @ryyees: Damn I have no life
5933,0,I love my life & the ones in it couldn't ask for more . . <3
5934,1,I need more
5935,1,I don't feel good
5936,1,I'm sad
5937,0,nope I'm good
5938,1,I HATE MYSELF
5939,0,Lol I'm good
5940,0,RT : I'm truly blessed
5941,0,Love my life
5942,0,I have the best boyfriend ever
5943,1,I have anger problems so bad
5944,0,"Yes, I'm happy"
5945,1,"Yes indeed, I'm ugly -_- """
5946,1,I get annoyed for anything
5947,1,RT @priscillerss: FUCK.... MY .... LIFE
5948,1,I have enemies as friends and I have friends as enemies
5949,0,no I'm good
5950,0,RT : I am feeling great
5951,0,RT : I feel like a good person
5952,0,I'm single happy
5953,0,I Have gained good friends this year
5954,1,can i ever be happy
5955,0,I have the best family ever
5956,1,It Juss Sucks To Cry Every Night Because Knowing That Happened To Me When I Was Little Scard Me For Life.Night
5957,1,i'm angry and sad
5958,1,I'm bad to the good
5959,0,"RT @xo_rozellaloar: ""no I'm not lucky, I'm blessed!"" #500aDay"
5960,1,I fucking suck
5961,1,I ain't do shit to life. So why life gotta be a bitch
5962,0,I'm so happy
5963,0,Óõí love my life
5964,1,"I'm stressed out, no lie"
5965,1,Francisco said I have no life
5966,0,"Damn, I'm in love"
5967,0,I'm so blessed
5968,0,I've done it all in life
5969,0,Cause I always get what I want!😋 #happycamper http://t.co/yQ8zrryY
5970,0,I'm a proud supporter
5971,1,RT : I got no life
5972,0,RT : i buy anything i want cuz i got a check
5973,0,RT : I'm in love with myself
5974,0,Ask me to relive my life and I wouldn't do it any different
5975,0,Yea. I feel good
5976,1,I dont feel good
5977,1,I am stressed Brenton!
5978,1,I'm just tired of it all
5979,0,"talalalalalala.."": I feel good"
5980,0,I am a proud doghter from a proud mom
5981,1,Gawsh can I pls have one night where I DON'T over think and make myself sad
5982,1,So ha. Fuck my life
5983,0,Life is to short to waste it on foolishness. Thank God for my happiness. My health. My sweet peers. And most importantly...my LIFE
5984,1,RT : I have smoked myself stupid
5985,1,I'm tired of being sad
5986,1,i got a sad life
5987,0,wee i am proud of myself haha. XD
5988,0,üò≠üò≠üò≠üò≠üò≠ I'm good
5989,0,RT : I'm holding out for the best
5990,0,lol I'm sorry love
5991,1,lol jk. I'm ugly
5992,1,Im getting boring with my own life. hm hm
5993,0,i'm great
5994,0,I'm so Glad that I can Get any In everything I want
5995,0,loving my life
5996,0,I'm leaving 2012 with no regrets
5997,1,I just want to be as happy as I use to be
5998,1,RT : Im getting boring with my own life. hm hm
5999,0,I have a good heart
6000,1,RT @reIatable: I just want to be as happy as I use to be
6001,1,RT @reIatable: I just want to be as happy as I use to be
6002,0,Ugh. I'm in love
6003,1,RT @reIatable: I just want to be as happy as I use to be
6004,0,I'm good
6005,1,Ya literally all I want right now is to be happy again
6006,1,RT @reIatable: I just want to be as happy as I use to be
6007,1,RT @reIatable: I just want to be as happy as I use to be
6008,1,RT : My life is getting boring ha ha ha
6009,1,RT @reIatable: I just want to be as happy as I use to be
6010,1,HAHA I KNOW I HATE MYSELF
6011,1,RT @reIatable: I just want to be as happy as I use to be
6012,1,I just want to be as happy as I use to be
6013,0,RT : I can honestly say I'm truely blessed
6014,0,And I wouldn't change a thing ~(‾▿‾~)(~‾
6015,0,I'm white & proud
6016,0,I'm so beautiful
6017,1,My life is a crock of shit
6018,1,How am I supposed to be positive when I don't see shit positive
6019,1,RT @reIatable: I just want to be as happy as I use to be
6020,0,Went shoppin with my mama and aunt.. God I love my life!!(: wouldn't change it for the world<333
6021,0,I have a really good mom
6022,1,I'm feeling so disappointed with myself sebab tak bergambar
6023,1,RT @reIatable: I just want to be as happy as I use to be
6024,1,It's times like these where I get to think on how I wish my life was different
6025,1,RT @reIatable: I just want to be as happy as I use to be
6026,0,I feel good
6027,1,RT @reIatable: I just want to be as happy as I use to be
6028,1,I HATE MY LIFE AND WANT TO DIE
6029,1,RT @reIatable: I just want to be as happy as I use to be
6030,0,I'm so happy
6031,1,RT @reIatable: I just want to be as happy as I use to be
6032,0,lmao shit I'm too good
6033,1,RT @reIatable: I just want to be as happy as I use to be
6034,0,Al7mdellah I'm so happy \
6035,1,RT @reIatable: I just want to be as happy as I use to be
6036,1,RT @reIatable: I just want to be as happy as I use to be
6037,1,Fuck my life :'c
6038,0,i'm content
6039,1,RT @reIatable: I just want to be as happy as I use to be
6040,0,Hours œÑÃÖÃ≤«ø  go God pls bless me
6041,1,I just want to be as happy as I use to be
6042,1,RT @RealTRUTHFUL: All I really want is to be happy
6043,1,RT @reIatable: I just want to be as happy as I use to be
6044,0,I'm happy
6045,0,I'M FINE
6046,0,RT :  aw I'm well happy
6047,0,I'm Doing Jus Fine
6048,1,RT @reIatable: I just want to be as happy as I use to be
6049,1,RT @KateMagalina: I just want to be happy
6050,1,RT @reIatable: I just want to be as happy as I use to be
6051,0,Hai fine i'm mutun RT  i'm fine
6052,0,Im going trigga happy just to see my niggas happy
6053,1,RT @reIatable: I just want to be as happy as I use to be
6054,0,I have some of the best people in my life ever
6055,0,I'm so happy
6056,1,I like how I got all ready and went no where cuz I wasnt feeling good
6057,1,": I can never be happy	0
285326710386339840	RT @reIatable: I just want to be as happy as I use to be	0
285326719701876737	I'm Very Happy... :D	1
285327059436335104	I feel good	1
285327088335060993	My life is sweet like cinnamon	1
285327117770690560	I'm too depressed now. I hate my life I don't want to go for National Service	0
285327126356439040	RT @reIatable: I just want to be as happy as I use to be	0
285327138951942144	I'm so happy	1
285327252013596672	I love my life	1
285327264617488385	Shidd.... I'm HAPPY	1
285327385996431362	Hanging is a massive understatement, I want to die"""
6058,1,RT @reIatable: I just want to be as happy as I use to be
6059,0,i am the best
6060,0,Wow I'm so happy
6061,1,i swear bad stuff only happens to me
6062,1,I really do not feel good
6063,0,Excuse meh I'm fabulous
6064,1,... I just want to be happy
6065,0,RT : sup I'm beautiful
6066,1,Why am I such a terrible person
6067,0,I am so proud of myself
6068,1,I'm a bad person haha
6069,1,RT @reIatable: I just want to be as happy as I use to be
6070,1,:( I'm so fucking stressed. Like damn
6071,1,nope. Too late. I'm ugly
6072,0,sup I'm beautiful
6073,1,RT : I have the worst trust issues
6074,0,I'm so In love.
6075,0,RT :  I'm crying that was perfect
6076,1,RT @reIatable: I just want to be as happy as I use to be
6077,0,": Thanks God for blessing me more than I deserve	1
285328309242445824	RT @reIatable: I just want to be as happy as I use to be	0
285328325843501056	RT : Thanks God for blessing me more than I deserve	1
285328329832284161	RT : Thanks God for blessing me more than I deserve	1
285328330054565888	RT : Thanks God for blessing me more than I deserve	1
285328334097879040	I love my life, you say I changed for the worse but I don't see it, my middle finger is directed to the negatives that tryna bring me down	1
285328334148227072	RT : Thanks God for blessing me more than I deserve	1
285328334181769216	RT : Thanks God for blessing me more than I deserve	1
285328334274052096	RT : Thanks God for blessing me more than I deserve	1
285328338388676608	RT : Thanks God for blessing me more than I deserve	1
285328346794041345	RT : Thanks God for blessing me more than I deserve	1
285328384488263680	RT : Thanks God for blessing me more than I deserve	1
285328388745486336	RT : Thanks God for blessing me more than I deserve	1
285328392981721088	: Thanks God for blessing me more than I deserve"
6078,0,RT : Thanks God for blessing me more than I deserve
6079,0,RT : Thanks God for blessing me more than I deserve
6080,0,RT : Thanks God for blessing me more than I deserve
6081,0,RT : Thanks God for blessing me more than I deserve
6082,0,RT : Thanks God for blessing me more than I deserve
6083,0,RT : Thanks God for blessing me more than I deserve
6084,0,RT : Thanks God for blessing me more than I deserve
6085,0,I'm a proud virgin
6086,1,RT : I have the worst trust issues
6087,0,RT : Thanks God for blessing me more than I deserve
6088,0,RT : Thanks God for blessing me more than I deserve
6089,0,RT : Thanks God for blessing me more than I deserve
6090,0,RT : Thanks God for blessing me more than I deserve
6091,0,RT : Thanks God for blessing me more than I deserve
6092,0,RT : Thanks God for blessing me more than I deserve
6093,0,"RT""@damnitstrue: Thanks Allah for blessing me more than I deserve"
6094,0,RT : Thanks God for blessing me more than I deserve
6095,0,RT : Thanks God for blessing me more than I deserve
6096,0,RT : Thanks God for blessing me more than I deserve
6097,0,RT : Thanks God for blessing me more than I deserve
6098,0,RT : Thanks God for blessing me more than I deserve
6099,0,RT : Thanks God for blessing me more than I deserve
6100,0,Thanks God for blessing me more than I deserve
6101,0,RT : Thanks God for blessing me more than I deserve
6102,0,RT : Thanks God for blessing me more than I deserve
6103,0,RT : Thanks God for blessing me more than I deserve
6104,1,i want to DIE!! B
6105,0,": Thanks God for blessing me more than I deserve	1
285328531599286273	RT : Thanks God for blessing me more than I deserve	1
285328544010215424	‚Äú: Thanks God for blessing me more than I deserve	1
285328548053544960	RT : Thanks God for blessing me more than I deserve	1
285328556416987136	RT : Thanks God for blessing me more than I deserve"
6106,0,RT : Thanks God for blessing me more than I deserve
6107,0,RT : Thanks God for blessing me more than I deserve
6108,1,I reply tweets and texts fast because I have no life
